Lethabo Coal Power Station ,3708,South Africa,Free State,21630000,0.95,20548500
Huaneng Qinbei Coal Power Plant China ,4400,China,Henan,25666666.67,0.8,20533333.33
Ninghai Coal Power Plant China ,4400,China,Zhejiang,25666666.67,0.8,20533333.33
Tutuka Coal Power Station South Africa ,3654,South Africa,Mpumalanga,21315000,0.95,20249250
Vindhyachal STPS Coal Power Station India ,4260,India,Madhya Pradesh,24850000,0.8,19880000
Huaneng Yuhuan Coal Power Plant China ,4200,China,Zhejiang,24500000,0.8,19600000
Mai-Liao (Mailiao) Coal Power Plant ,4200,Republic of China Taiwan,Taiwan,24500000,0.8,19600000
Kendal Coal Power Station South Africa ,4116,South Africa,Mpumalanga,24010000,0.8,19208000
Suizhong Coal Power Plant China ,3600,China,Liaoning,21000000,0.8,16800000
Duvha Coal Power Station South Africa ,3600,South Africa,Mpumalanga,21000000,0.8,16800000
Matla Coal Power Station South Africa ,3600,South Africa,Mpumalanga,21000000,0.8,16800000
Vuhlehirska (Uglegorskaya) Thermal Power Plant Ukraine ,3600,Ukraine,Donetsk,21000000,0.8,16800000
Zaporiska Thermal Power Plant Ukraine ,3600,Ukraine,Zaporizhzhya,21000000,0.8,16800000
Scherer Coal Power Plant GA USA ,3564,United States of America,Georgia,20790000,0.8,16632000
Bowen Coal Power Plant GA USA ,3540.4,United States of America,Georgia,20652333.33,0.8,16521866.67
Niederaussem Coal Power Plant Germany ,3400,Germany,North Rhine-Westphalia,19833333.33,0.8,15866666.67
Yonghung (Yeongheung Incheon) Coal Power Plant South Korea ,3340,Republic of Korea,Incheon,19483333.33,0.8,15586666.67
Gibson Coal Power Plant IN USA ,3339.5,United States of America,Indiana,19480416.67,0.8,15584333.33
Crystal River Coal Power Plant FL USA ,3333.1,United States of America,Florida,19443083.33,0.8,15554466.67
NTPC Barh Power Plant India ,3300,India,Bihar,19250000,0.8,15400000
Adani Tirora (Tiroda) Thermal Power Plant India ,3300,India,Maharashtra,19250000,0.8,15400000
Monroe Coal Plant MI USA ,3293.1,United States of America,Michigan,19209750,0.8,15367800
Samcheonpo Coal Power Plant South Korea ,3240,Republic of Korea,Gyeongsangnam-do,18900000,0.8,15120000
Anhui Guodian Tonglin Power Plant China ,3200,China,Anhui,18666666.67,0.8,14933333.33
Manjung (TNB Janamanjung) Coal Power Plant Malaysia ,3180,Malaysia,Perak,18550000,0.8,14840000
Koradi Coal Power Station India ,3080,India,Maharashtra,17966666.67,0.8,14373333.33
Janschwalde Coal Power Plant Germany ,3000,Germany,Brandenburg,17500000,0.8,14000000
Talcher Kaniha STPS Coal Power Station India ,3000,India,Orissa,17500000,0.8,14000000
Rihand Coal Power Station India ,3000,India,Uttar Pradesh,17500000,0.8,14000000
Kriel Coal Power Station South Africa ,3000,South Africa,Mpumalanga,17500000,0.8,14000000
John E Amos Coal Plant WV USA ,2932.6,United States of America,West Virginia,17106833.33,0.8,13685466.67
Johnsonville Coal Plant TN USA ,2911.2,United States of America,Tennessee,16982000,0.8,13585600
Kozienice Coal Power Plant Poland ,2880,Poland,mazowieckie,16800000,0.8,13440000
Eraring Coal Power Plant Australia ,2840,Australia,New South Wales,16566666.67,0.8,13253333.33
James H Miller Jr Coal Power Plant AL USA ,2822,United States of America,Alabama,16461666.67,0.7,11523166.67
Krivorozhskaya Thermal Power Plant Ukraine ,2820,Ukraine,Dnipropetrovsk,16450000,0.7,11515000
Tachibana-wan Coal Ultra Supercritical Power Plant Japan ,2800,Japan,Tokushima,16333333.33,0.7,11433333.33
Huaneng Yangluo Coal Power Plant China ,2400,China,Hubei,14000000,0.8,11200000
Jinjie Coal Power Plant China ,2400,China,Shaanxi,14000000,0.8,11200000
Huaneng Shanghai Shidongkou II Coal Power Plant China ,2400,China,Shanghai,14000000,0.8,11200000
Hueneng Diandong Coal Power Plant China ,2400,China,Yunnan,14000000,0.8,11200000
Sterlite (Jharsuguda) Coal Mega Power Plant India ,2400,India,Orissa,14000000,0.8,11200000
Mae Moh LignitePower Plant Thailand ,2400,Thailand,Lampang,14000000,0.8,11200000
Burshtynska TES Thermal Power Plant Ukraine ,2400,Ukraine,Ivano-Frankivsk,14000000,0.8,11200000
Longannet Coal Power Plant Scotland ,2400,United Kingdom,Fife,14000000,0.8,11200000
Bruce Mansfield Coal Plant PA USA ,2741.1,United States of America,Pennsylvania,15989750,0.7,11192825
Labadie Coal Plant MO USA ,2389.4,United States of America,Missouri,13938166.67,0.8,11150533.33
"Cottam Coal Power Station, UK ",2008,United Kingdom,Nottinghamshire,11713333.33,0.95,11127666.67
Martin Lake Coal Plant TX USA ,2379.6,United States of America,Texas,13881000,0.8,11104800
Liddell Coal Power Plant Australia ,2000,Australia,New South Wales,11666666.67,0.95,11083333.33
Shandong Weifang Coal Power Plant China ,2000,China,Shandong,11666666.67,0.95,11083333.33
Huaneng Shandong Weihai Power Plant China ,2000,China,Shandong,11666666.67,0.95,11083333.33
Shanghai Caojing Coal Power Plant China ,2000,China,Shanghai,11666666.67,0.95,11083333.33
Tianjin Beijiang Coal Power Plant China ,2000,China,Tianjin,11666666.67,0.95,11083333.33
Singrauli Super (SSTPP) Coal Power Station India ,2000,India,Uttar Pradesh,11666666.67,0.95,11083333.33
Haramachi Coal Power Plant Japan ,2000,Japan,Fukushima,11666666.67,0.95,11083333.33
Shinchi Coal Power Plant Japan ,2000,Japan,Fukushima,11666666.67,0.95,11083333.33
Hitachinaka Coal Power Station Japan ,2000,Japan,Ibaraki,11666666.67,0.95,11083333.33
Matsuura EPDC Supercritical Coal Power Plant Japan ,2000,Japan,Nagasaki,11666666.67,0.95,11083333.33
Hendrina Coal Power Station South Africa ,2000,South Africa,Mpumalanga,11666666.67,0.95,11083333.33
"Kingsnorth Coal Power Station, UK ",2000,United Kingdom,Kent,11666666.67,0.95,11083333.33
Ferrybridge Coal Power Station UK ,2000,United Kingdom,North Yorkshire,11666666.67,0.95,11083333.33
Ratcliffe-on-Soar Power Station ,2000,United Kingdom,Nottinghamshire,11666666.67,0.95,11083333.33
Didcot A Coal Power Plant ,2000,United Kingdom,Oxfordshire,11666666.67,0.95,11083333.33
Big Bend Coal Power Plant FL USA ,1997.9,United States of America,Florida,11654416.67,0.95,11071695.83
Kahalgaon STPS Coal Power Station India ,2340,India,Bihar,13650000,0.8,10920000
Chandrapur (Chandarpur) Coal Power Station India ,2340,India,Maharashtra,13650000,0.8,10920000
Barry Coal Plant AL USA ,2664.6,United States of America,Alabama,15543500,0.7,10880450
Ryazanskaya GRES CHP Power Plant Russia ,2650,Russian Federation,Ryazan,15458333.33,0.7,10820833.33
Chalk Point LLC Coal Power Plant MD USA ,2647,United States of America,Maryland,15440833.33,0.7,10808583.33
Jim Bridger Coal Power Plant WY USA ,2311.6,United States of America,Wyoming,13484333.33,0.8,10787466.67
Bayswater Coal Power Plant Australia ,2640,Australia,New South Wales,15400000,0.7,10780000
Huaneng Luohuang Coal Power Plant China ,2640,China,Chongqing,15400000,0.7,10780000
Tanjung Jati-B Coal Power Plant Indonesia ,2640,Indonesia,Jawa Tengah,15400000,0.7,10780000
ENEL Brindisi Sud (Federico II) Coal Power Plant Italy ,2640,Italy,Brindisi,15400000,0.7,10780000
Turceni Coal Power Station Romania ,2310,Romania,Gorj,13475000,0.8,10780000
Anpara Coal Power Station India ,2630,India,Uttar Pradesh,15341666.67,0.7,10739166.67
Huaneng Shang'an Coal Power Plant China ,2620,China,Hebei,15283333.33,0.7,10698333.33
Huaneng Fuzhou Coal Power Plant China ,2600,China,Fujian,15166666.67,0.7,10616666.67
Cordemais Thermal Power Station France ,2600,France,Loire-Atlantique,15166666.67,0.7,10616666.67
Ramagundam STPS Coal Power Station India ,2600,India,Andhra Pradesh,15166666.67,0.7,10616666.67
Korba STPS Coal Power Station India ,2600,India,Chhattisgarh,15166666.67,0.7,10616666.67
Rockport Coal Power Plant IN USA ,2600,United States of America,Indiana,15166666.67,0.7,10616666.67
General James M Gavin Coal Plant OH USA ,2600,United States of America,Ohio,15166666.67,0.7,10616666.67
Cumberland Coal Plant TN USA ,2600,United States of America,Tennessee,15166666.67,0.7,10616666.67
Colstrip Coal Plant MT USA ,2272,United States of America,Montana,13253333.33,0.8,10602666.67
Four Corners Coal Plant NM USA ,2269.6,United States of America,New Mexico,13239333.33,0.8,10591466.67
Orot Rabin Coal Power Plant Israel ,2590,Israel,HaMerkaz,15108333.33,0.7,10575833.33
Boxberg Coal Power Plant Germany ,2575,Germany,Saxony,15020833.33,0.7,10514583.33
Rutenberg Coal Power Plant Israel ,2250,Israel,HaDarom,13125000,0.8,10500000
Paradise Coal Power Plant KY USA ,2558.2,United States of America,Kentucky,14922833.33,0.7,10445983.33
Voerde Coal Power Plant Germany ,2234,Germany,North Rhine-Westphalia,13031666.67,0.8,10425333.33
Ghent Coal Power Plant KY USA ,2225.9,United States of America,Kentucky,12984416.67,0.8,10387533.33
Loy Yang A Coal Power Plant Australia ,2210,Australia,Victoria,12891666.67,0.8,10313333.33
Huaneng Yueyang Coal Power Plant China ,2525,China,Hunan,14729166.67,0.7,10310416.67
Guohua Dingzhou Coal Power Plant China ,2520,China,Hebei,14700000,0.7,10290000
Huanghua (Cangdong) Coal Power Plant China ,2520,China,Hebei,14700000,0.7,10290000
Huaneng Dezhou Coal Power Plant China ,2520,China,Shandong,14700000,0.7,10290000
Kuchurgan (Moldavskaya) Power Station Moldova ,2520,Republic of Moldova,Transnistria,14700000,0.7,10290000
Neurath Coal Power Plant Germany ,2205,Germany,North Rhine-Westphalia,12862500,0.8,10290000
R M Schahfer Coal Power Plant IN USA ,2201.3,United States of America,Indiana,12840916.67,0.8,10272733.33
Datang Tianjin Panshan Coal Power Plant China ,2200,China,Tianjin,12833333.33,0.8,10266666.67
Scholven (Gelsenkirchen) Coal Power Plant Germany ,2200,Germany,North Rhine-Westphalia,12833333.33,0.8,10266666.67
Neurath BOA Coal Power Plant Germany ,2200,Germany,North Rhine-Westphalia,12833333.33,0.8,10266666.67
Zmiyevskaya (Zmiivskaya) Thermal Power Plant Ukraine ,2200,Ukraine,Kharkiv,12833333.33,0.8,10266666.67
Anhui Pingwei Coal Power Plant China ,2510,China,Anhui,14641666.67,0.7,10249166.67
Lamma Coal Power Station ,2500,Hong Kong,Islands,14583333.33,0.7,10208333.33
Weisweiler Coal Power Plant Germany ,2180,Germany,North Rhine-Westphalia,12716666.67,0.8,10173333.33
Conesville Coal Plant OH USA ,2174.8,United States of America,Ohio,12686333.33,0.8,10149066.67
Huaneng Pingliang Coal Power Plant China ,2475,China,Gansu,14437500,0.7,10106250
Yaomeng Coal Power Plant China ,2470,China,Henan,14408333.33,0.7,10085833.33
Belews Creek Coal Plant NC USA ,2160.2,United States of America,North Carolina,12601166.67,0.8,10080933.33
Jeffrey Energy Center Coal Power Plant KS USA ,2160,United States of America,Kansas,12600000,0.8,10080000
W H Sammis Coal Plant OH USA ,2468.1,United States of America,Ohio,14397250,0.7,10078075
J M Stuart Coal Plant OH USA ,2451.6,United States of America,Ohio,14301000,0.7,10010700
Arnot Coal Power Station South Africa ,2140,South Africa,Mpumalanga,12483333.33,0.8,9986666.667
Sherburne County Coal Plant MN USA ,2129,United States of America,Minnesota,12419166.67,0.8,9935333.333
Sundance Coal Generating Station Canada ,2126,Canada,Alberta,12401666.67,0.8,9921333.333
Kapar (Sultan Salahuddin Abdul Aziz) Coal Power Plant ,2420,Malaysia,Selangor,14116666.67,0.7,9881666.667
PPL Martins Creek Coal Plant PA USA ,2112.8,United States of America,Pennsylvania,12324666.67,0.8,9859733.333
Novocherkasskaya GRES Thermal Power Plant Russia ,2112,Russian Federation,Rostov,12320000,0.8,9856000
Frimmersdorf Coal Power Plant Germany ,2413,Germany,North Rhine-Westphalia,14075833.33,0.7,9853083.333
Navajo Coal Power Plant AZ USA ,2409.3,United States of America,Arizona,14054250,0.7,9837975
Datang Huainan Luohe Power Plant China ,2400,China,Anhui,14000000,0.7,9800000
Farakka STPS Coal Power Station India ,2100,India,West Bengal,12250000,0.8,9800000
Aksu Coal Power Plant Kazakstan ,2100,Kazakhstan,Pavlodar,12250000,0.8,9800000
Tanjung Bin Coal Power Plant Malaysia ,2100,Malaysia,Johor,12250000,0.8,9800000
Plutarco Elias Calles (Petacalco) Thermal Power Plant Mexico ,2100,Mexico,Guerrero,12250000,0.8,9800000
Hsinta (Hsing-ta) Coal Power Plant Taiwan ,2100,Republic of China Taiwan,Taiwan,12250000,0.8,9800000
Novo-Angren Thermal Power Plant Uzbekistan ,2100,Uzbekistan,Tashkent,12250000,0.8,9800000
Huaneng Haimen Coal Power Plant China ,2072,China,Guangdong,12086666.67,0.8,9669333.333
Victor J Daniel Jr Coal Plant MS USA ,2064,United States of America,Mississippi,12040000,0.8,9632000
Huaneng Jinling Coal Power Plant China ,2060,China,Jiangsu,12016666.67,0.8,9613333.333
Huaneng Rizhao Coal Power Plant China ,2060,China,Shandong,12016666.67,0.8,9613333.333
Troitskaya GRES Coal Power Plant Russia ,2059,Russian Federation,Chelyabinsk,12010833.33,0.8,9608666.667
Harrison Power Station Coal Plant WV USA ,2052,United States of America,West Virginia,11970000,0.8,9576000
Tuticorin Coal Power Station India ,2050,India,Tamil Nadu,11958333.33,0.8,9566666.667
Gaston Coal Power Plant AL USA ,2034,United States of America,Alabama,11865000,0.8,9492000
Homer City Station Coal Plant PA USA ,2012,United States of America,Pennsylvania,11736666.67,0.8,9389333.333
Marshall Coal Plant NC USA ,1996,United States of America,North Carolina,11643333.33,0.8,9314666.667
EdF Le Havre Coal Power Plant France ,1995,France,Seine-Maritime,11637500,0.8,9310000
Fiddlers Ferry Coal Power Plant ,1989,United Kingdom,Cheshire,11602500,0.8,9282000
Talwandi Sabo Coal Power Plant India ,1980,India,Punjab,11550000,0.8,9240000
ENEL Torrevaldaliga Nord Thermal Power Plant Italy ,1980,Italy,Rome,11550000,0.8,9240000
Monticello Coal Plant TX USA ,1980,United States of America,Texas,11550000,0.8,9240000
"West Burton Coal Power Station, UK ",1972,United Kingdom,Nottinghamshire,11503333.33,0.8,9202666.667
Widows Creek Coal Power Plant AL USA ,1968.6,United States of America,Alabama,11483500,0.8,9186800
Eggborough Coal Power Plant ,1960,United Kingdom,North Yorkshire,11433333.33,0.8,9146666.667
Wansley Coal Power Plant GA USA ,1956.8,United States of America,Georgia,11414666.67,0.8,9131733.333
Jiangsu Changshu Coal Power Plant China ,1950,China,Jiangsu,11375000,0.8,9100000
Dan E Karn Coal Plant MI USA ,1946.3,United States of America,Michigan,11353416.67,0.8,9082733.333
St Clair Coal Plant MI USA ,1928.6,United States of America,Michigan,11250166.67,0.8,9000133.333
Huaneng Jianggangshan Coal Power Plant China ,1920,China,Jiangxi,11200000,0.8,8960000
Gallatin Coal Plant TN USA ,1918.4,United States of America,Tennessee,11190666.67,0.8,8952533.333
Huaneng Taicang Coal Power Plant China ,1900,China,Jiangsu,11083333.33,0.8,8866666.667
Turow CHP Coal Power Plant Poland ,1900,Poland,dolnoslaskie,11083333.33,0.8,8866666.667
Baldwin Energy Complex Coal Plant IL USA ,1892.1,United States of America,Illinois,11037250,0.8,8829800
Muskogee Coal Plant OK USA ,1889,United States of America,Oklahoma,11019166.67,0.8,8815333.333
Keystone Coal Plant PA USA ,1884,United States of America,Pennsylvania,10990000,0.8,8792000
Conemaugh Coal Plant PA USA ,1883.2,United States of America,Pennsylvania,10985333.33,0.8,8788266.667
AES Petersburg Coal Power Plant IN USA ,1881,United States of America,Indiana,10972500,0.8,8778000
Cardinal Coal Plant OH USA ,1880.4,United States of America,Ohio,10969000,0.8,8775200
Nakoso Coal Power Plant Japan ,1875,Japan,Fukushima,10937500,0.8,8750000
Big Cajun 2 Coal Plant LA USA ,1871,United States of America,Louisiana,10914166.67,0.8,8731333.333
Lippendorf Coal Power Plant Germany ,1866,Germany,Saxony,10885000,0.8,8708000
Mettur Coal Power Station India ,1440,India,Tamil Nadu,8400000,0.95,7980000
Afsin Elbistan-B Coal Power Plant Turkey ,1440,Turkey,Kahramanmaras,8400000,0.95,7980000
BLCP Coal Power Plant Thailand ,1434,Thailand,Rayong,8365000,0.95,7946750
Walter C Beckjord Coal Plant OH USA ,1432.9,United States of America,Ohio,8358583.333,0.95,7940654.167
Seminole Coal Power Plant FL USA ,1429.2,United States of America,Florida,8337000,0.95,7920150
Tilbury Thermal Power Station UK (Shutdown) ,1428,United Kingdom,Essex,8330000,0.95,7913500
Comanche Coal Power Plant CO USA ,1426,United States of America,Colorado,8318333.333,0.95,7902416.667
W H Zimmer Coal Plant OH USA ,1425.6,United States of America,Ohio,8316000,0.95,7900200
Gorgas Coal Power Plant AL USA ,1416.7,United States of America,Alabama,8264083.333,0.95,7850879.167
Mount Piper Coal Power Plant Australia ,1400,Australia,New South Wales,8166666.667,0.95,7758333.333
Tarong Coal Power Plant Australia ,1400,Australia,Queensland,8166666.667,0.95,7758333.333
Huaneng Dalian Coal Power Plant China ,1400,China,Liaoning,8166666.667,0.95,7758333.333
TATA Trombay Coal Power Station India ,1400,India,Maharashtra,8166666.667,0.95,7758333.333
Rajpura Thermal Power Plant India ,1400,India,Punjab,8166666.667,0.95,7758333.333
Shinko Kobe Coal Power Plant Japan ,1400,Japan,Hyogo,8166666.667,0.95,7758333.333
Reihoku Coal Power Plant Japan ,1400,Japan,Kumamoto,8166666.667,0.95,7758333.333
Jimah Coal Power Plant Malaysia ,1400,Malaysia,Negeri Sembilan,8166666.667,0.95,7758333.333
Sipat Coal Power Plant India ,1660,India,Chhattisgarh,9683333.333,0.8,7746666.667
Tomato-Atsuma Coal Power Station Japan ,1650,Japan,Hokkaido,9625000,0.8,7700000
PPL Montour Coal Plant PA USA ,1641.7,United States of America,Pennsylvania,9576583.333,0.8,7661266.667
Hamburg-Moorburg CHP Coal Power Plant Gerrmany ,1640,Germany,Hamburg,9566666.667,0.8,7653333.333
Intermountain Power Project Coal Plant UT USA ,1640,United States of America,Utah,9566666.667,0.8,7653333.333
Mohave Coal Plant NV USA ,1636.2,United States of America,Nevada,9544500,0.8,7635600
Mitchell Coal Plant WV USA ,1632.6,United States of America,West Virginia,9523500,0.8,7618800
Limestone Coal Plant TX USA ,1626.8,United States of America,Texas,9489666.667,0.8,7591733.333
Talin (Dalin) Thermal Power Plant Taiwan ,1850,Republic of China Taiwan,Kaohsiung,10791666.67,0.7,7554166.667
San Juan Coal Plant NM USA ,1848,United States of America,New Mexico,10780000,0.7,7546000
Brayton Point Coal Plant MA USA ,1610.9,United States of America,Massachusetts,9396916.667,0.8,7517533.333
Allen Steam Plant Coal Plant TN USA ,1610.8,United States of America,Tennessee,9396333.333,0.8,7517066.667
Huaneng Yingkou Coal Power Plant China ,1840,China,Liaoning,10733333.33,0.7,7513333.333
Mejia Coal Power Station India ,1840,India,West Bengal,10733333.33,0.7,7513333.333
North Chennai Coal Power Station India ,1830,India,Tamil Nadu,10675000,0.7,7472500
Hazelwood Coal Power Plant Australia ,1600,Australia,Victoria,9333333.333,0.8,7466666.667
Schwarze Pumpe Coal Power Plant Germany ,1600,Germany,Brandenburg,9333333.333,0.8,7466666.667
Westfalen Hamm Coal Power Plant Germany ,1600,Germany,North Rhine-Westphalia,9333333.333,0.8,7466666.667
Sagardighi Super Coal Power Station India ,1600,India,West Bengal,9333333.333,0.8,7466666.667
Eemshaven USC Coal Power Plant Netherlands ,1600,Netherlands,Groningen,9333333.333,0.8,7466666.667
Berezovskaya GRES Coal Power Plant Russia ,1600,Russian Federation,Krasnoyarsk,9333333.333,0.8,7466666.667
Colbert Coal Plant AL USA ,1826,United States of America,Alabama,10651666.67,0.7,7456166.667
R S Nelson Coal Power Plant LA USA ,1596.2,United States of America,Louisiana,9311166.667,0.8,7448933.333
Springerville Coal Power Plant AZ USA ,1596,United States of America,Arizona,9310000,0.8,7448000
GroÃ�krotzenburg (Staudinger) Coal CHP Power Station Germany ,1823,Germany,Hesse,10634166.67,0.7,7443916.667
Aghios Dimitrios Coal Power Plant Greece ,1595,Greece,Kozani,9304166.667,0.8,7443333.333
Northeastern Coal Plant OK USA ,1593.5,United States of America,Oklahoma,9295416.667,0.8,7436333.333
NTPC-Dadri Coal Power Station India ,1820,India,Uttar Pradesh,10616666.67,0.7,7431666.667
Camden Coal Power Station South Africa ,1580,South Africa,Mpumalanga,9216666.667,0.8,7373333.333
La Cygne Coal Power Plant KS USA ,1578,United States of America,Kansas,9205000,0.8,7364000
Maizuru Supercritical Coal Power Plant Japan ,1800,Japan,Kyoto,10500000,0.7,7350000
Polaniec Coal Power Plant Poland ,1800,Poland,swietokrzyskie,10500000,0.7,7350000
Trypilska Thermal Power Plant Ukraine ,1800,Ukraine,Kiev,10500000,0.7,7350000
Ladyzhinska Thermal Power Plant Ukraine ,1800,Ukraine,Vinnytsya,10500000,0.7,7350000
Chesterfield Coal Plant VA USA ,1799.5,United States of America,Virginia,10497083.33,0.7,7347958.333
Eddystone Generating Station Coal Plant PA USA ,1568.8,United States of America,Pennsylvania,9151333.333,0.8,7321066.667
Brunner Island Power Plant PA USA ,1566.8,United States of America,Pennsylvania,9139666.667,0.8,7311733.333
Nikola Tesla A Coal Power Plant Serbia ,1564,Serbia,Belgrade,9123333.333,0.8,7298666.667
Powerton Coal Power Plant IL USA ,1785.6,United States of America,Illinois,10416000,0.7,7291200
Transalta Centralia Generation Coal Plant WA USA ,1781.8,United States of America,Washington,10393833.33,0.7,7275683.333
J H Campbell Coal Plant MI USA ,1558.7,United States of America,Michigan,9092416.667,0.8,7273933.333
Rybnik Coal Power Plant Poland ,1775,Poland,slaskie,10354166.67,0.7,7247916.667
Starobeshivska Thermal Power Plant Ukraine ,1775,Ukraine,Donetsk,10354166.67,0.7,7247916.667
Dolna Odra CHP Coal Power Plant Poland ,1772,Poland,zachodniopomorskie,10336666.67,0.7,7235666.667
Morgantown Generating Coal Power Plant MD USA ,1548,United States of America,Maryland,9030000,0.8,7224000
Pridneprovskaya thermal power plant Ukraine ,1765,Ukraine,Dnipropetrovsk,10295833.33,0.7,7207083.333
Trimble County Coal Power Plant KY USA ,1760.1,United States of America,Kentucky,10267250,0.7,7187075
Vijayawada (VTPS) Coal Power Station India ,1760,India,Andhra Pradesh,10266666.67,0.7,7186666.667
Opole Coal Power Plant Poland ,1532,Poland,opolskie,8936666.667,0.8,7149333.333
Shawnee Coal Power Plant KY USA ,1750,United States of America,Kentucky,10208333.33,0.7,7145833.333
Muskingum River Coal Plant OH USA ,1529.4,United States of America,Ohio,8921500,0.8,7137200
Harllee Branch Coal Power Plant GA USA ,1746.2,United States of America,Georgia,10186166.67,0.7,7130316.667
Hatfields Ferry Power Station Coal Plant PA USA ,1728,United States of America,Pennsylvania,10080000,0.7,7056000
Guadian Heze Coal Power Plant China ,1510,China,Shandong,8808333.333,0.8,7046666.667
Kothagudam (KTPS) Coal Power Station India ,1720,India,Andhra Pradesh,10033333.33,0.7,7023333.333
Raichur Coal Power Station India ,1720,India,Karnataka,10033333.33,0.7,7023333.333
Neyveli II Lignite Power Station India ,1720,India,Tamil Nadu,10033333.33,0.7,7023333.333
E W Brown Coal and GT Power Plant KY USA ,1720,United States of America,Kentucky,10033333.33,0.7,7023333.333
Mill Creek Coal Power Plant KY USA ,1717.2,United States of America,Kentucky,10017000,0.7,7011900
Junliangcheng Coal Power Plant China ,1500,China,Tianjin,8750000,0.8,7000000
Simhadri Coal Power Station India ,1500,India,Andhra Pradesh,8750000,0.8,7000000
Indira Gandhi Super Thermal Power Plant India ,1500,India,Haryana,8750000,0.8,7000000
Suratgarh Coal Super Power Station India ,1500,India,Rajasthan,8750000,0.8,7000000
Vallur Coal Power Plant India ,1500,India,Tamil Nadu,8750000,0.8,7000000
Aberthaw Coal Power Plant UK ,1500,United Kingdom,Vale of Glamorgan,8750000,0.8,7000000
Laramie River 1 Coal Power Plant WY USA ,1710,United States of America,Wyoming,9975000,0.7,6982500
Primorsky (LuTEK) Coal Power Plant Russia ,1495,Russian Federation,Primorsky,8720833.333,0.8,6976666.667
Prunerov I and II CHP Coal Power Plant Czeech ,1490,Czech Republic,Ustecky,8691666.667,0.8,6953333.333
Independence Coal Power Plant AR USA ,1700,United States of America,Arkansas,9916666.667,0.7,6941666.667
White Bluff Coal Power Plant AR USA ,1700,United States of America,Arkansas,9916666.667,0.7,6941666.667
Kingston Coal Plant TN USA ,1700,United States of America,Tennessee,9916666.667,0.7,6941666.667
Yates Coal Power Plant GA USA ,1487.3,United States of America,Georgia,8675916.667,0.8,6940733.333
Kurakhovskaya Thermal Power Plant Ukraine ,1487,Ukraine,Donetsk,8674166.667,0.8,6939333.333
Cherepetskaya Coal Power Plant Russia ,1485,Russian Federation,Tula,8662500,0.8,6930000
Yallourn West Coal Power Plant Australia ,1480,Australia,Victoria,8633333.333,0.8,6906666.667
Fayette Power Project Coal Plant TX USA ,1690,United States of America,Texas,9858333.333,0.7,6900833.333
Mt Storm Coal Plant WV USA ,1680.9,United States of America,West Virginia,9805250,0.7,6863675
Gladstone Coal Power Plant Australia ,1680,Australia,Queensland,9800000,0.7,6860000
Wanakbori Coal Power Station India ,1470,India,Gujarat,8575000,0.8,6860000
Welsh Coal Plant TX USA ,1674,United States of America,Texas,9765000,0.7,6835500
Karlsruhe RDK 7 and 8 Power Plant Germany ,1462,Germany,Baden-Wurttemberg,8528333.333,0.8,6822666.667
